,rank,country,region,score,gdp_per_capita,healthy_life_expectancy,freedom_to_life_choice,generosity,corruption_perceptions,population,year,sqrt_of_population
117,118,Gabon,Sub-Saharan Africa,4.465000153,121.6569795,64.95833082,75.88831542,17.81606583,61.33599817,2060000,2017,1435.270009
118,119,Ethiopia,Sub-Saharan Africa,4.460000038,34.44317502,64.38105214,99.33893111,127.2161251,133.4493111,106000000,2017,10295.63014
119,120,Sri Lanka,Southern Asia,4.440000057,102.5323556,113.8808014,136.3612927,199.7300893,59.40605385,21100000,2017,4593.473631
120,121,Armenia,Central and Eastern Europe,4.375999928,91.43961157,116.1385566,48.18291379,33.97091441,21.5144167,2940000,2017,1714.64282
121,122,India,Southern Asia,4.315000057,80.43600445,82.96577179,114.195513,94.21192933,74.38615455,1340000000,2017,36606.01044
122,123,Mauritania,Sub-Saharan Africa,4.291999817,65.83932643,51.98240586,23.34950798,82.13996946,110.4635041,4280000,2017,2068.816087
123,124,Congo (Brazzaville),Sub-Saharan Africa,4.290999889,82.13595932,52.82187861,105.7008001,49.17416598,64.21648931,5110000,2017,2260.530911
124,125,Georgia,Central and Eastern Europe,4.285999775,96.51784103,118.3287192,75.17918021,21.97593461,202.9832535,4010000,2017,2002.498439
125,126,Congo (Kinshasa),Sub-Saharan Africa,4.28000021,9.351358545,34.86883746,57.33291958,100.2817268,48.58803202,81400000,2017,9022.194855
126,127,Mali,Sub-Saharan Africa,4.190000057,48.34767612,30.85353931,74.49974859,74.60596669,84.66439001,18500000,2017,4301.162634
127,128,Ivory Coast,Sub-Saharan Africa,4.179999828,61.22891273,8.861199893,108.7818127,81.88258608,104.9021151,24400000,2017,4939.635614
128,129,Cambodia,Southeastern Asia,4.168000221,61.09856314,78.29413608,153.8950574,157.0302523,54.93126846,16000000,2017,4000
129,130,Sudan,Sub-Saharan Africa,4.138999939,66.96221252,52.99738045,3.643631352,74.18411866,72.46706304,40800000,2017,6387.487769
130,131,Ghana,Sub-Saharan Africa,4.119999886,67.74483652,53.85666408,102.7851921,104.5411521,20.43520303,29100000,2017,5394.441584
131,132,Ukraine,Central and Eastern Europe,4.096000195,90.83602384,104.9130841,29.87990615,109.8867473,18.57455958,44500000,2017,6670.832032
132,133,Uganda,Sub-Saharan Africa,4.080999851,38.72751808,39.64638179,107.683504,132.5526861,46.02992841,41200000,2017,6418.722614
133,134,Burkina Faso,Sub-Saharan Africa,4.032000065,35.55940716,39.32059639,78.81356879,102.0756678,97.05136483,19200000,2017,4381.78046
134,135,Niger,Sub-Saharan Africa,4.027999878,16.44064288,48.91386538,88.3602971,93.0463191,111.7668515,21600000,2017,4647.580015
135,136,Malawi,Sub-Saharan Africa,3.970000029,23.70189499,57.40023113,113.4490057,116.8483221,58.64602624,17700000,2017,4207.136794
136,137,Chad,Sub-Saharan Africa,3.936000109,44.47244338,7.493558269,39.4451992,87.93571581,43.21679263,15000000,2017,3872.983346
137,138,Zimbabwe,Sub-Saharan Africa,3.875,38.1605437,35.84467893,81.73325364,76.9616037,76.92559325,14200000,2017,3768.288736
138,139,Lesotho,Sub-Saharan Africa,3.808000088,52.90045859,35.84467893,94.92127868,64.08490391,96.05650536,2090000,2017,1445.683229
139,140,Angola,Sub-Saharan Africa,3.795000076,87.15814311,9.084632068,94.92127868,39.84583115,56.23335997,29800000,2017,5458.937626
140,141,Afghanistan,Southern Asia,3.79399991,40.76288454,32.9268482,25.79906398,126.898825,49.32721935,36300000,2017,6024.948133
141,142,Botswana,Sub-Saharan Africa,3.766000032,113.9287423,62.25799348,122.750531,40.4244193,79.51287808,2210000,2017,1486.606875
142,143,Benin,Sub-Saharan Africa,3.657000065,43.76907064,38.2432276,103.4986866,84.61325706,49.14266739,11200000,2017,3346.640106
143,144,Madagascar,Sub-Saharan Africa,3.644000053,31.04944416,68.35486092,45.97025334,84.9322912,54.22635825,25600000,2017,5059.644256
144,145,Haiti,Latin America and Caribbean,3.602999926,37.42582872,50.51990863,7.379143254,199.0547323,80.55248889,11000000,2017,3316.62479
145,146,Yemen,Middle East and Northern Africa,3.592999935,60.07495067,56.48779639,60.61367106,42.368061,45.78610962,27800000,2017,5272.570531
146,147,South Sudan,Sub-Saharan Africa,3.59100008,40.33354609,29.78243301,35.73262689,116.2381204,94.20051763,10900000,2017,3301.514804
147,148,Liberia,Sub-Saharan Africa,3.532999992,12.08658089,41.88446186,80.88210311,108.4579027,31.41394689,4700000,2017,2167.948339
148,149,Guinea,Sub-Saharan Africa,3.506999969,24.82970422,35.36472815,84.69836282,107.7520234,89.47740948,12100000,2017,3478.505426
149,150,Togo,Sub-Saharan Africa,3.494999886,31.01248888,45.01550512,92.43438138,80.11612358,77.1591992,7700000,2017,2774.887385
150,151,Rwanda,Sub-Saharan Africa,3.470999956,37.43959958,59.46518189,141.3740307,102.8452472,367.1604675,12000000,2017,3464.101615
151,152,Syria,Middle East and Northern Africa,3.461999893,78.90610498,91.18273359,19.81211951,200.869464,122.0699475,17100000,2017,4135.214626
152,153,Tanzania,Sub-Saharan Africa,3.348999977,51.89677468,66.40307482,94.76491845,144.1452581,53.26101651,54700000,2017,7395.944835
153,154,Burundi,Sub-Saharan Africa,2.904999971,9.302645389,27.61911197,14.5544391,83.18372124,67.87003625,10800000,2017,3286.335345
154,155,Central African Republic,Sub-Saharan Africa,2.693000078,9.302645389,3.419841742,65.80808832,114.2873302,45.62290575,4600000,2017,2144.761059
,1,Finland,Western Europe,7.632,147.385461,146.5508568,148.7137679,111.812244,345.8158625,5520000,2018,2349.468025
1,2,Norway,Western Europe,7.594,164.4392576,144.3710386,149.8056457,158.3084247,299.1791177,5340000,2018,2310.844002
2,3,Denmark,Western Europe,7.555,152.5806573,145.5447869,149.150519,157.2013727,359.0149412,5750000,2018,2397.915762
3,4,Iceland,Western Europe,7.495,151.6771449,153.2579899,147.8402655,195.394664,121.4315242,337000,2018,580.5170109
4,5,Switzerland,Western Europe,7.487,160.3734518,155.4378081,144.1278807,141.7026459,314.1380736,8530000,2018,2920.616373
5,6,Netherlands,Western Europe,7.441,153.7100478,147.2215701,139.323618,184.3241448,259.5818815,17100000,2018,4135.214626
6,7,Canada,North America,7.328,150.2089372,150.23978,142.5992517,177.6818333,256.0621272,37100000,2018,6090.976933
7,8,New Zealand,Australia and New Zealand,7.324,143.2067161,146.8862135,146.0932609,202.0369755,342.2961082,4740000,2018,2177.154106
8,9,Sweden,Western Europe,7.314,153.0324135,153.0903115,143.9095052,157.7548987,337.0164767,9970000,2018,3157.530681
9,10,Australia,Australia and New Zealand,7.272,151.3383277,152.5872766,141.2889982,199.8228717,265.7414516,24900000,2018,4989.98998
10,11,United Kingdom,Western Europe,7.19,140.4961789,148.8983534,101.3262677,145.0238016,72.15496368,67100000,2018,8191.458967
11,12,Austria,Western Europe,7.139,151.4512668,149.4013884,134.7377309,133.9532824,197.1062422,8890000,2018,2981.610303
12,13,Costa Rica,Latin America and Caribbean,7.072,114.0684411,136.9931923,138.0133646,79.15421233,88.87379673,5000000,2018,2236.067977
13,14,Ireland,Western Europe,6.977,163.5357452,146.8862135,134.0826042,169.9324698,269.2612059,4820000,2018,2195.44984
14,15,Germany,Western Europe,6.965,151.3383277,144.3710386,127.968088,151.1125872,246.3828028,83100000,2018,9115.92014
15,16,Belgium,Western Europe,6.927,149.5313029,149.9044234,127.3129613,104.0628805,211.1852596,11500000,2018,3391.164992
16,17,Luxembourg,Western Europe,6.91,177.9919437,150.23978,138.0133646,108.4910882,282.4602847,604000,2018,777.1743691
17,18,United States,North America,6.886,157.8887927,137.3285489,119.4514406,161.0760545,117.0318313,327000000,2018,18083.14132
18,19,Israel,Middle East and Northern Africa,6.814,146.9337048,148.0599618,116.3941825,195.94819,239.3432942,8380000,2018,2894.822965
20,21,Czech Republic,Central and Eastern Europe,6.711,139.2538493,143.1972903,118.5779382,35.42566146,29.91791177,10700000,2018,3271.085447
21,22,Malta,Western Europe,6.627,143.4325942,148.2276401,140.8522471,208.1257611,124.9512786,439000,2018,662.5707509
22,23,France,Western Europe,6.489,146.0301924,152.2519199,113.5553,54.24554412,154.8691903,65000000,2018,8062.257748
23,24,Mexico,Latin America and Caribbean,6.488,117.2307345,127.603206,104.6019013,38.19329127,83.59416524,126000000,2018,11224.97216
24,25,Chile,Latin America and Caribbean,6.476,127.7340662,135.4840873,94.11987363,109.0446142,53.67625347,18700000,2018,4324.349662
26,27,Panama,Latin America and Caribbean,6.43,125.5882242,127.2678494,130.3702194,69.19074505,55.43613063,4180000,2018,2044.50483
27,28,Brazil,Latin America and Caribbean,6.419,111.3579039,113.18287,107.6591594,60.88785564,77.43459517,209000000,2018,14456.83229
28,29,Argentina,Latin America and Caribbean,6.388,121.1836012,124.7526745,124.4740788,34.31860954,47.5166834,44400000,2018,6663.3325
29,30,Guatemala,Latin America and Caribbean,6.382,88.20539849,101.9484221,131.8988484,99.08114691,62.47563928,17200000,2018,4147.288271
30,31,Uruguay,Latin America and Caribbean,6.379,123.4423823,129.2799893,136.4847355,71.95837485,136.3904801,3450000,2018,1857.417562
31,32,Qatar,Middle East and Northern Africa,6.374,186.2364944,125.4233878,142.8176273,141.7026459,150.4694974,2780000,2018,1667.3332
32,33,Saudi Arabia,Middle East and Northern Africa,6.371,155.7429507,106.1403803,111.1531686,54.24554412,111.7521998,33700000,2018,5805.170109
33,34,Singapore,Southeastern Asia,6.343,172.6838083,169.0197525,137.794989,144.4702757,402.1319317,5760000,2018,2400
34,35,Malaysia,Southeastern Asia,6.322,131.1222377,112.1768,77.74170537,172.1465737,51.91637631,31500000,2018,5612.48608
35,36,Spain,Western Europe,6.31,141.2867522,161.8095845,98.05063402,78.60068637,65.11545503,46700000,2018,6833.739825
36,37,Colombia,Latin America and Caribbean,6.26,108.4214885,106.4757369,115.9574313,54.79907008,34.31760468,49700000,2018,7049.822693
37,38,Trinidad and Tobago,Latin America and Caribbean,6.192,138.1244588,94.57057581,125.5659567,94.65293922,16.71883305,1390000,2018,1178.982612
38,39,Slovakia,Central and Eastern Europe,6.173,136.6562512,130.1183809,77.30495421,65.31606332,12.31914014,5450000,2018,2334.523506
39,40,El Salvador,Latin America and Caribbean,6.167,91.02887475,107.1464502,100.6711409,35.97918742,72.15496368,6420000,2018,2533.771892
40,41,Nicaragua,Latin America and Caribbean,6.141,75.44328577,117.3748281,115.083929,115.1333998,112.6321384,6470000,2018,2543.619468
41,42,Poland,Central and Eastern Europe,6.123,132.8163235,130.9567725,119.233065,59.78080372,56.31606921,37900000,2018,6156.297589
42,43,Bahrain,Middle East and Northern Africa,6.105,151.1124496,117.0394715,129.7150927,134.5068084,108.2324455,1570000,2018,1252.996409
43,44,Uzbekistan,Central and Eastern Europe,6.096,81.20317735,101.4453872,158.1039177,181.556515,227.9040926,32500000,2018,5700.877125
44,45,Kuwait,Middle East and Northern Africa,6.083,166.4721605,113.18287,120.9800696,92.43883538,93.27348964,4140000,2018,2034.698995
45,46,Thailand,Southeastern Asia,6.072,114.7460754,118.5485764,139.1052425,201.4834496,25.51821886,69400000,2018,8330.66624
46,47,Italy,Western Europe,6,142.7549599,158.6236963,61.3635371,75.83305657,24.63828028,60600000,2018,7784.600182
47,48,Ecuador,Latin America and Caribbean,5.973,100.4028159,123.4112479,121.4168207,63.10195948,105.5926298,17100000,2018,4135.214626
48,49,Belize,Latin America and Caribbean,5.956,91.1418138,79.47952648,129.4967171,101.2952507,78.31453375,383000,2018,618.8699379
49,50,Lithuania,Central and Eastern Europe,5.952,135.1880435,120.0576813,76.43145191,14.39167497,5.279631489,2800000,2018,1673.320053
50,51,Slovenia,Central and Eastern Europe,5.948,137.6727026,143.532647,138.2317402,88.56415366,44.87686765,2080000,2018,1442.22051
51,52,Romania,Central and Eastern Europe,5.945,126.0399804,121.7344646,115.3023046,48.71028451,0.8799385815,19500000,2018,4415.880433
52,53,Latvia,Central and Eastern Europe,5.933,129.65403,112.5121567,79.27033441,50.92438835,58.07594638,1930000,2018,1389.244399
53,54,Japan,Eastern Asia,5.915,146.1431314,165.666186,120.761694,43.72855087,131.9907872,127000000,2018,11269.42767
54,55,Mauritius,Sub-Saharan Africa,5.891,123.1035651,114.6919749,127.5313369,135.6138603,43.99692907,1270000,2018,1126.942767
55,56,Jamaica,Latin America and Caribbean,5.89,92.49708241,116.2010798,125.5659567,53.1384922,27.27809603,2930000,2018,1711.724277
56,57,South Korea,Eastern Asia,5.875,142.980838,160.1328012,53.28364076,96.86704306,44.87686765,51200000,2018,7155.417528
57,58,Cyprus,Western Europe,5.835,138.8020931,152.4195982,108.0959106,99.08114691,135.5105415,1190000,2018,1090.871211
58,59,Russia,Central and Eastern Europe,5.81,129.9928472,100.4393172,87.13185517,35.97918742,21.99846454,146000000,2018,12083.04597
59,60,Kazakhstan,Central and Eastern Europe,5.79,129.0893348,105.8050236,99.1425119,81.92184213,106.4725684,18300000,2018,4277.849927
60,61,Cyprus,Western Europe,5.762,138.8020931,152.4195982,92.37286902,111.812244,30.79785035,1190000,2018,1090.871211
61,62,Bolivia,Latin America and Caribbean,5.752,84.81722697,85.18058956,132.3355996,78.04716041,47.5166834,11400000,2018,3376.388603
62,63,Estonia,Central and Eastern Europe,5.739,135.5268607,123.5789262,120.761694,47.60323259,153.1093132,1320000,2018,1148.912529
63,64,Paraguay,Latin America and Caribbean,5.681,94.30410722,103.1221704,118.1411871,89.67120558,65.11545503,6960000,2018,2638.181192
64,65,Peru,Latin America and Caribbean,5.663,105.4850732,113.0151917,115.7390557,50.92438835,29.91791177,32000000,2018,5656.854249
66,67,Moldova,Central and Eastern Europe,5.64,74.20095622,103.9605621,50.66313384,94.65293922,29.91791177,4050000,2018,2012.46118
67,68,Turkmenistan,Central and Eastern Europe,5.636,114.7460754,86.68969449,91.06261556,110.1516661,32.55772751,5850000,2018,2418.677324
68,69,Hungary,Central and Eastern Europe,5.62,132.2516282,122.7405346,56.55927441,33.76508358,19.35864879,9710000,2018,3116.08729
69,70,Libya,Middle East and Northern Africa,5.566,111.2449648,92.72611422,108.3142861,64.2090114,130.2309101,6680000,2018,2584.569597
70,71,Philippines,Southeastern Asia,5.524,87.52776418,86.01898119,140.4154959,66.42311524,92.39355105,107000000,2018,10344.08043
71,72,Honduras,Latin America and Caribbean,5.504,70.02221135,104.2959187,100.2343898,109.0446142,65.11545503,9590000,2018,3096.772513
72,73,Belarus,Central and Eastern Europe,5.483,117.3436735,117.3748281,67.0413021,55.906122,135.5105415,9450000,2018,3074.08523
73,74,Turkey,Middle East and Northern Africa,5.483,129.65403,115.0273316,70.75368691,58.6737518,95.91330538,82300000,2018,9071.934744
74,75,Pakistan,Southern Asia,5.472,73.63626096,71.09561018,72.93744268,119.5616074,99.43305971,212000000,2018,14560.21978
76,77,Portugal,Western Europe,5.41,134.1715921,148.2276401,122.7270742,30.44392782,14.95895588,10300000,2018,3209.361307
77,78,Serbia,Central and Eastern Europe,5.398,110.1155743,114.8596532,62.89216614,74.17247869,37.837359,8800000,2018,2966.479395
78,79,Greece,Western Europe,5.358,130.3316643,147.3892485,28.60720057,74.17247869,38.71729758,10500000,2018,3240.370349
79,80,Lebanon,Middle East and Northern Africa,5.358,108.9861838,131.6274858,109.8429152,118.4545555,119.6716471,6860000,2018,2619.160171
80,81,Montenegro,Central and Eastern Europe,5.347,114.8590144,122.2374996,56.55927441,61.4413816,71.2750251,628000,2018,792.4645102
81,82,Croatia,Central and Eastern Europe,5.321,125.9270414,123.5789262,82.98271921,66.42311524,34.31760468,4160000,2018,2039.607805
82,83,Dominican Republic,Latin America and Caribbean,5.302,110.9061476,102.9544921,126.2210834,66.42311524,93.27348964,10600000,2018,3255.764119
83,84,Algeria,Middle East and Northern Africa,5.295,110.5673305,115.1950099,16.81491942,30.44392782,118.7917085,42200000,2018,6496.152708
84,85,Morocco,Middle East and Northern Africa,5.254,87.97952039,112.1768,100.4527654,14.39167497,65.11545503,36000000,2018,6000
85,86,China,Eastern Asia,5.246,111.696721,133.9749824,130.3702194,16.05225285,90.63367389,1430000000,2018,37815.3408
86,87,Azerbaijan,Central and Eastern Europe,5.201,115.6495878,101.1100305,93.90149806,17.15930477,154.8691903,9950000,2018,3154.362059
87,88,Tajikistan,Central and Eastern Europe,5.199,53.53310996,100.2716389,63.76566845,103.5093546,29.91791177,9100000,2018,3016.620626
88,89,Macedonia,Central and Eastern Europe,5.185,108.3085495,115.8657232,86.03997729,95.75999114,45.75680624,2080000,2018,1442.22051
89,90,Jordan,Middle East and Northern Africa,5.161,92.83589956,108.1525202,102.19977,71.95837485,117.9117699,9970000,2018,3157.530681
90,91,Nigeria,Sub-Saharan Africa,5.155,77.81500584,8.048559643,100.8895165,111.258718,28.15803461,196000000,2018,14000
92,93,Bosnia and Herzegovina,Central and Eastern Europe,5.129,103.3392313,127.100171,61.14516153,119.5616074,28.15803461,3320000,2018,1822.086716
93,94,Mongolia,Eastern Asia,5.125,103.2262922,96.41503739,86.25835287,140.042068,28.15803461,3170000,2018,1780.449381
94,95,Vietnam,Southeastern Asia,5.103,80.75142115,117.7101848,134.9561065,97.97409499,69.51514794,95500000,2018,9772.410143
95,96,Indonesia,Southeastern Asia,5.093,101.5322065,87.52808612,117.4860604,267.9065648,15.83889447,268000000,2018,16370.70554
96,97,Bhutan,Southern Asia,5.082,89.89948425,88.36647775,118.1411871,201.4834496,150.4694974,754000,2018,868.3317338
97,98,Somalia,Sub-Saharan Africa,4.982,89.89948425,19.28300748,147.1851388,131.7391786,248.14268,15000000,2018,3872.983346
98,99,Cameroon,Sub-Saharan Africa,4.975,60.42239205,30.51745531,99.1425119,101.2952507,37.837359,25200000,2018,5019.960159
99,100,Bulgaria,Central and Eastern Europe,4.933,119.0377593,119.386968,78.3968321,35.42566146,7.919447233,7050000,2018,2655.183609
100,101,Nepal,Southern Asia,4.88,47.99909649,90.37861766,114.8655534,167.16484,68.63520935,28100000,2018,5300.943312
101,102,Venezuela,Latin America and Caribbean,4.806,112.4872944,110.1646601,29.04395172,30.99745378,45.75680624,28900000,2018,5375.872022
102,103,Gabon,Sub-Saharan Africa,4.758,117.0048564,67.74204366,77.74170537,17.71283073,45.75680624,2120000,2018,1456.021978
103,104,Palestinian Territories,Middle East and Northern Africa,4.743,72.50687046,100.9423522,58.08790345,47.60323259,66.87533219,4860000,2018,2204.540769
104,105,South Africa,Sub-Saharan Africa,4.724,106.1627075,55.33384755,112.6817977,57.01317392,49.27656056,57800000,2018,7602.631123
105,106,Iran,Middle East and Northern Africa,4.707,119.6024545,115.8657232,100.2343898,156.0943208,113.512077,81800000,2018,9044.335244
106,107,Ivory Coast,Sub-Saharan Africa,4.671,61.10002635,13.41426607,101.9813944,80.81479021,90.63367389,25100000,2018,5009.99002
107,108,Ghana,Sub-Saharan Africa,4.657,66.85991793,56.50759583,108.9694129,117.3475036,25.51821886,29800000,2018,5458.937626
108,109,Senegal,Sub-Saharan Africa,4.631,48.45085269,72.60471511,88.66048421,76.38658253,72.15496368,15900000,2018,3987.480407
109,110,Laos,Southeastern Asia,4.623,81.3161164,73.94614172,136.7031111,127.3109709,153.1093132,7060000,2018,2657.066051
110,111,Tunisia,Middle East and Northern Africa,4.592,101.6451455,115.6980449,59.17978133,22.14103841,55.43613063,11600000,2018,3405.877273
111,112,Albania,Central and Eastern Europe,4.586,103.4521703,132.4658775,91.49936671,82.47536809,28.15803461,2880000,2018,1697.056275
112,113,Sierra Leone,Sub-Saharan Africa,4.571,28.91239694,132.4658775,77.52332979,131.7391786,46.63674482,7650000,2018,2765.863337
113,114,Congo (Brazzaville),Sub-Saharan Africa,4.559,77.02443248,57.51366578,112.2450465,50.37086239,67.75527077,5240000,2018,2289.104628
114,115,Bangladesh,Southern Asia,4.5,60.0835749,97.0857507,126.6578346,84.68947194,126.7111557,161000000,2018,12688.57754
115,116,Sri Lanka,Southern Asia,4.471,103.6780484,112.679835,127.7497125,169.9324698,43.99692907,21200000,2018,4604.345773
116,117,Iraq,Middle East and Northern Africa,4.456,114.0684411,89.87558268,66.38617537,81.92184213,83.59416524,38400000,2018,6196.773354
117,118,Mali,Sub-Saharan Africa,4.447,41.78744871,25.48710554,80.14383671,76.94010849,49.27656056,19100000,2018,4370.354677
118,119,Namibia,Sub-Saharan Africa,4.441,98.70873019,61.20258895,113.3369244,28.22982398,56.31606921,2450000,2018,1565.247584
119,120,Cambodia,Southeastern Asia,4.433,62.00353876,76.62899494,151.9894015,141.7026459,57.1960078,16200000,2018,4024.922359
120,121,Burkina Faso,Sub-Saharan Africa,4.424,35.46286188,42.59029478,68.13317999,96.86704306,112.6321384,19800000,2018,4449.719092
121,122,Egypt,Middle East and Northern Africa,4.419,99.95105974,92.72611422,68.13317999,50.92438835,94.15342822,98400000,2018,9919.677414
122,123,Mozambique,Sub-Saharan Africa,4.417,22.36193201,29.00835038,115.9574313,114.0263478,139.0302959,29500000,2018,5431.390246
123,124,Kenya,Sub-Saharan Africa,4.41,55.67895193,76.12595996,110.0612907,194.841138,48.39662198,51400000,2018,7169.379332
124,125,Zambia,Sub-Saharan Africa,4.377,63.47174641,49.46510614,109.8429152,122.3292372,72.15496368,17400000,2018,4171.330723
125,126,Mauritania,Sub-Saharan Africa,4.356,62.90705116,48.96207116,28.17044942,74.17247869,81.83428808,4400000,2018,2097.617696
126,127,Ethiopia,Sub-Saharan Africa,4.35,34.78522757,65.56222543,98.70576075,121.7757113,128.4710329,109000000,2018,10440.30651
127,128,Georgia,Central and Eastern Europe,4.34,96.33701013,107.8171636,81.89084133,21.03398649,189.186795,4000000,2018,2000
128,129,Armenia,Central and Eastern Europe,4.321,92.15826526,111.673765,56.77764999,42.62149895,24.63828028,2950000,2018,1717.556404
129,130,Myanmar,Southeastern Asia,4.308,77.02443248,71.93400181,126.6578346,331.0085243,156.6290675,53700000,2018,7328.028384
130,131,Chad,Sub-Saharan Africa,4.301,40.4321801,8.886951273,41.27298403,100.1881988,52.79631489,15500000,2018,3937.003937
131,132,Congo (Kinshasa),Sub-Saharan Africa,4.245,7.792794489,34.20637848,68.13317999,109.0446142,45.75680624,84100000,2018,9170.605214
132,133,India,Southern Asia,4.19,81.42905545,81.32398806,117.7044359,95.20646518,81.83428808,1350000000,2018,36742.34614
133,134,Niger,Sub-Saharan Africa,4.166,14.79501562,37.05691002,85.16647498,96.86704306,87.11391957,22400000,2018,4732.863826
134,135,Uganda,Sub-Saharan Africa,4.161,36.36637428,39.73976324,98.26900959,143.3632237,53.67625347,42700000,2018,6534.523701
135,136,Benin,Sub-Saharan Africa,4.141,42.69096111,40.24279822,96.08525383,90.22473154,58.95588496,11500000,2018,3391.164992
136,137,Sudan,Sub-Saharan Africa,4.139,68.32812559,52.31563768,3.49400923,74.17247869,72.15496368,41800000,2018,6465.29195
137,138,Ukraine,Central and Eastern Europe,4.103,89.56066709,102.1161005,35.59521903,103.5093546,9.679324396,44200000,2018,6648.308055
138,139,Togo,Sub-Saharan Africa,3.999,29.25121409,42.42261645,94.77500036,87.45710174,88.87379673,7890000,2018,2808.914381
139,140,Guinea,Sub-Saharan Africa,3.964,38.85103339,35.38012676,86.03997729,102.4023027,82.71422666,12400000,2018,3521.363372
140,141,Lesotho,Sub-Saharan Africa,3.808,53.30723186,13.24658775,92.37286902,64.2090114,98.55312112,2110000,2018,1452.583905
141,142,Angola,Sub-Saharan Africa,3.795,82.44550691,45.10546967,92.37286902,43.72855087,53.67625347,30800000,2018,5549.77477
142,143,Madagascar,Sub-Saharan Africa,3.774,29.59003125,67.40668701,48.26100249,85.79652386,43.11699049,26300000,2018,5128.352562
143,144,Zimbabwe,Sub-Saharan Africa,3.692,40.31924105,41.58422482,88.66048421,73.06542677,87.11391957,14400000,2018,3794.733192
144,145,Afghanistan,Southern Asia,3.632,37.49576479,42.7579731,18.56192403,105.7234584,31.67778893,37200000,2018,6099.180273
145,146,Botswana,Sub-Saharan Africa,3.59,114.8590144,69.9218619,121.6351963,23.24809034,80.9543495,2250000,2018,1500
146,147,Malawi,Sub-Saharan Africa,3.587,21.0066634,51.30956773,115.9574313,116.2404517,70.39508652,18100000,2018,4254.409477
147,148,Haiti,Latin America and Caribbean,3.582,35.57580093,48.45903618,5.459389422,216.9821765,91.51361247,11100000,2018,3331.66625
148,149,Liberia,Sub-Saharan Africa,3.495,8.583367842,44.77011302,91.49936671,114.0263478,26.39815744,4820000,2018,2195.44984
149,150,Syria,Middle East and Northern Africa,3.462,77.81500584,90.37861766,19.21705077,208.1257611,126.7111557,16900000,2018,4110.960958
150,151,Rwanda,Sub-Saharan Africa,3.408,37.49576479,67.07133036,138.8868669,110.7051921,390.6927302,12300000,2018,3507.135583
151,152,Yemen,Middle East and Northern Africa,3.355,49.91906035,57.51366578,53.28364076,45.94265471,56.31606921,28500000,2018,5338.539126
152,153,Tanzania,Sub-Saharan Africa,3.303,51.387268,63.88544217,105.0386525,149.4520093,85.3540424,56300000,2018,7503.332593
153,154,South Sudan,Sub-Saharan Africa,3.254,38.06046004,29.67906368,24.45806461,123.9898151,93.27348964,11000000,2018,3316.62479
154,155,Central African Republic,Sub-Saharan Africa,3.083,2.710537213,1.676783259,66.60455095,120.6686594,33.4376661,4670000,2018,2161.018278
155,156,Burundi,Sub-Saharan Africa,2.905,10.2774536,24.31335726,14.1944125,82.47536809,66.87533219,11200000,2018,3346.640106
,1,Finland,Western Europe,7.769,147.7322508,135.8188668,151.3733537,83.18211277,352.3721869,5530000,2019,2351.595203
1,2,Denmark,Western Europe,7.6,152.4729126,137.1963401,150.3574252,137.0058328,367.6147497,5770000,2019,2402.08243
2,3,Norway,Western Europe,7.554,164.0489472,141.6042547,153.1512287,147.3356376,305.7478772,5380000,2019,2319.482701
3,4,Iceland,Western Europe,7.494,152.1421687,141.32876,150.1034431,192.4605746,105.8013182,339000,2019,582.2370651
4,5,Netherlands,Western Europe,7.488,153.9061359,137.6095821,141.4680504,175.0630086,267.1931596,17100000,2019,4135.214626
5,6,Switzerland,Western Europe,7.48,160.080021,144.9101906,145.2777825,142.9862461,307.5411199,8590000,2019,2930.870178
6,7,Sweden,Western Europe,7.343,152.9139044,138.9870554,145.7857467,145.1609419,334.4397601,10000000,2019,3162.27766
7,8,New Zealand,Australia and New Zealand,7.307,143.6530767,141.32876,148.5795502,179.4124001,340.7161095,4780000,2019,2186.321111
8,9,Canada,North America,7.278,150.4884495,143.1194753,148.3255681,154.9470728,276.159373,37400000,2019,6115.553941
9,10,Austria,Western Europe,7.246,151.701177,139.9512867,135.118497,132.6564413,202.636423,8960000,2019,2993.325909
10,11,Australia,Australia and New Zealand,7.228,151.2601852,142.7062333,141.4680504,180.499748,260.0201888,25200000,2019,5019.960159
11,12,Costa Rica,Latin America and Caribbean,7.167,113.9963786,132.6506782,141.7220325,78.28904731,83.38578469,5050000,2019,2247.220505
12,13,Israel,Middle East and Northern Africa,7.139,140.6763821,141.742002,94.22737288,141.8988983,73.52294994,8520000,2019,2918.903904
13,14,Luxembourg,Western Europe,7.09,177.3889489,139.4002974,133.5946041,105.4727443,283.3323437,616000,2019,784.8566748
14,15,United Kingdom,Western Europe,7.054,146.9605152,137.1963401,114.2919617,189.198531,249.2607327,67500000,2019,8215.838363
15,16,Ireland,Western Europe,7.021,165.2616746,137.6095821,131.0547828,162.014834,277.9526156,4880000,2019,2209.072203
16,17,Germany,Western Europe,6.985,151.3704331,135.9566142,125.7211579,141.8988983,237.6046553,83500000,2019,9137.833441
17,18,Belgium,Western Europe,6.923,149.496218,135.8188668,120.1335509,86.98783034,188.2904816,11500000,2019,3391.164992
18,19,United States,North America,6.892,157.98531,120.3911659,115.3078903,152.2287031,114.7675316,329000000,2019,18138.35715
19,20,Czech Republic,Central and Eastern Europe,6.852,139.9046465,126.7275431,116.0698367,25.00900122,32.27836827,10700000,2019,3271.085447
